categoryId	displayName	displayPath	lineage	coverageTier	appCategory	includeForEmbedding	embeddingPriority	annotationStatus	notes
security-camera	监控摄像头	工具五金 / 家庭安全 / 安全防护 / 监控摄像头	Safety/Security/Surveillance / Home Safety / Home Safety Products / Security Cameras	mvp	appliance	pending	p2	pending	
window-lock	窗锁	工具五金 / 家庭安全 / 安全防护 / 窗锁	Safety/Security/Surveillance / Home Safety / Home Safety Products / Window Locks	mvp	tool	pending	p2	pending	
door-stop	门挡	工具五金 / 家庭安全 / 安全防护 / 门挡	Safety/Security/Surveillance / Home Safety / Home Safety Products / Door Stops	mvp	tool	pending	p2	pending	
anti-slip-tape	防滑胶带	工具五金 / 家庭安全 / 安全防护 / 防滑胶带	Safety/Security/Surveillance / Home Safety / Home Safety Products / Anti Slip Tape	mvp	tool	pending	p2	pending	
scissors	剪刀	工具五金 / 手工具 / 家庭工具与固定用品 / 剪刀	Tools & Hardware / Hand Tools / Household Tools & Fastening / Scissors	mvp	tool	pending	p1	pending	
measuring-tape	卷尺	工具五金 / 手工具 / 家庭工具与固定用品 / 卷尺	Tools & Hardware / Hand Tools / Household Tools & Fastening / Measuring Tapes	mvp	tool	pending	p1	pending	
wrench	扳手	工具五金 / 手工具 / 家庭工具与固定用品 / 扳手	Tools & Hardware / Hand Tools / Household Tools & Fastening / Wrenches	mvp	tool	pending	p1	pending	
tape-roll	胶带	工具五金 / 手工具 / 家庭工具与固定用品 / 胶带	Tools & Hardware / Hand Tools / Household Tools & Fastening / Adhesive Tape Rolls	mvp	tool	pending	p1	pending	
glue-stick	胶棒	工具五金 / 手工具 / 家庭工具与固定用品 / 胶棒	Tools & Hardware / Hand Tools / Household Tools & Fastening / Glue Sticks	mvp	tool	pending	p1	pending	
screwdriver	螺丝刀	工具五金 / 手工具 / 家庭工具与固定用品 / 螺丝刀	Tools & Hardware / Hand Tools / Household Tools & Fastening / Screwdrivers	mvp	tool	pending	p1	pending	
sewing-kit	针线包	工具五金 / 手工具 / 家庭工具与固定用品 / 针线包	Tools & Hardware / Hand Tools / Household Tools & Fastening / Sewing Kits	common	tool	pending	p2	pending	
hammer	锤子	工具五金 / 手工具 / 家庭工具与固定用品 / 锤子	Tools & Hardware / Hand Tools / Household Tools & Fastening / Hammers	mvp	tool	pending	p1	pending	
work-glove-pair	劳保手套	工具五金 / 手工具 / 工具五金 / 劳保手套	Tools/Equipment Hand / Hand Tools / Household Hardware Tools / Work Glove Pairs	mvp	daily	pending	p2	pending	
tape-measure	卷尺	工具五金 / 手工具 / 工具五金 / 卷尺	Tools/Equipment Hand / Hand Tools / Household Hardware Tools / Tape Measures	mvp	daily	pending	p2	pending	
super-glue-tube	强力胶管	工具五金 / 手工具 / 工具五金 / 强力胶管	Tools/Equipment Hand / Hand Tools / Household Hardware Tools / Super Glue Tubes	mvp	daily	pending	p2	pending	
safety-goggles	护目镜	工具五金 / 手工具 / 工具五金 / 护目镜	Tools/Equipment Hand / Hand Tools / Household Hardware Tools / Safety Goggles	mvp	daily	pending	p2	pending	
level-tool	水平尺	工具五金 / 手工具 / 工具五金 / 水平尺	Tools/Equipment Hand / Hand Tools / Household Hardware Tools / Levels	mvp	daily	pending	p2	pending	
hot-melt-glue-stick	热熔胶棒	工具五金 / 手工具 / 工具五金 / 热熔胶棒	Tools/Equipment Hand / Hand Tools / Household Hardware Tools / Hot Melt Glue Sticks	mvp	daily	pending	p2	pending	
electric-drill	电钻	工具五金 / 手工具 / 工具五金 / 电钻	Tools/Equipment Hand / Hand Tools / Household Hardware Tools / Electric Drills	mvp	tool	pending	p2	pending	
utility-blade-pack	美工刀片盒	工具五金 / 手工具 / 工具五金 / 美工刀片盒	Tools/Equipment Hand / Hand Tools / Household Hardware Tools / Utility Blade Packs	mvp	daily	pending	p2	pending	
wall-anchor-pack	膨胀管包	工具五金 / 手工具 / 工具五金 / 膨胀管包	Tools/Equipment Hand / Hand Tools / Household Hardware Tools / Wall Anchor Packs	mvp	daily	pending	p2	pending	
screwdriver-set	螺丝刀套装	工具五金 / 手工具 / 工具五金 / 螺丝刀套装	Tools/Equipment Hand / Hand Tools / Household Hardware Tools / Screwdriver Sets	mvp	daily	pending	p2	pending	
pliers	钳子	工具五金 / 手工具 / 工具五金 / 钳子	Tools/Equipment Hand / Hand Tools / Household Hardware Tools / Pliers	mvp	daily	pending	p2	pending	
drill-bit-box	钻头盒	工具五金 / 手工具 / 工具五金 / 钻头盒	Tools/Equipment Hand / Hand Tools / Household Hardware Tools / Drill Bit Boxes	mvp	daily	pending	p2	pending	
double-sided-tape-roll	双面胶卷	工具五金 / 维修耗材 / 胶粘密封与修补 / 双面胶卷	Building Products / Home Repair Supplies / Adhesives Sealants and Repair / Double Sided Tape Rolls	mvp	tool	pending	p2	pending	
furniture-leg-pad	家具脚垫	工具五金 / 维修耗材 / 胶粘密封与修补 / 家具脚垫	Building Products / Home Repair Supplies / Adhesives Sealants and Repair / Furniture Leg Pads	mvp	tool	pending	p2	pending	
sealant-tube	密封胶管	工具五金 / 维修耗材 / 胶粘密封与修补 / 密封胶管	Building Products / Home Repair Supplies / Adhesives Sealants and Repair / Sealant Tubes	mvp	tool	pending	p2	pending	
small-paint-bucket	小桶油漆	工具五金 / 维修耗材 / 胶粘密封与修补 / 小桶油漆	Building Products / Home Repair Supplies / Adhesives Sealants and Repair / Small Paint Buckets	mvp	tool	pending	p2	pending	
duct-tape-roll	布基胶带	工具五金 / 维修耗材 / 胶粘密封与修补 / 布基胶带	Building Products / Home Repair Supplies / Adhesives Sealants and Repair / Duct Tape Rolls	mvp	tool	pending	p2	pending	
paint-brush	油漆刷	工具五金 / 维修耗材 / 胶粘密封与修补 / 油漆刷	Building Products / Home Repair Supplies / Adhesives Sealants and Repair / Paint Brushes	mvp	tool	pending	p2	pending	
paint-roller	滚筒刷	工具五金 / 维修耗材 / 胶粘密封与修补 / 滚筒刷	Building Products / Home Repair Supplies / Adhesives Sealants and Repair / Paint Rollers	mvp	tool	pending	p2	pending	
sandpaper-pack	砂纸包	工具五金 / 维修耗材 / 胶粘密封与修补 / 砂纸包	Building Products / Home Repair Supplies / Adhesives Sealants and Repair / Sandpaper Packs	mvp	tool	pending	p2	pending	
masking-tape-roll	美纹纸胶带	工具五金 / 维修耗材 / 胶粘密封与修补 / 美纹纸胶带	Building Products / Home Repair Supplies / Adhesives Sealants and Repair / Masking Tape Rolls	mvp	tool	pending	p2	pending	
caulk-gun	胶枪	工具五金 / 维修耗材 / 胶粘密封与修补 / 胶枪	Building Products / Home Repair Supplies / Adhesives Sealants and Repair / Caulk Guns	mvp	tool	pending	p2	pending	
wall-repair-paste	补墙膏	工具五金 / 维修耗材 / 胶粘密封与修补 / 补墙膏	Building Products / Home Repair Supplies / Adhesives Sealants and Repair / Wall Repair Paste	mvp	tool	pending	p2	pending	
door-seal-strip	门窗密封条	工具五金 / 维修耗材 / 胶粘密封与修补 / 门窗密封条	Building Products / Home Repair Supplies / Adhesives Sealants and Repair / Door Seal Strips	mvp	tool	pending	p2	pending	
book	书	文件与办公 / 文件文具 / 书写收纳与读物 / 书	Office Supplies / Stationery & Books / Writing, Filing & Reading Items / Books	mvp	document	pending	p1	pending	
ruler	尺子	文件与办公 / 文件文具 / 书写收纳与读物 / 尺子	Office Supplies / Stationery & Books / Writing, Filing & Reading Items / Rulers	mvp	document	pending	p1	pending	
printer-paper-pack	打印纸	文件与办公 / 文件文具 / 书写收纳与读物 / 打印纸	Office Supplies / Stationery & Books / Writing, Filing & Reading Items / Printer Paper Packs	mvp	document	pending	p1	pending	
folder	文件夹	文件与办公 / 文件文具 / 书写收纳与读物 / 文件夹	Office Supplies / Stationery & Books / Writing, Filing & Reading Items / Folders	mvp	document	pending	p1	pending	
magazine	杂志	文件与办公 / 文件文具 / 书写收纳与读物 / 杂志	Office Supplies / Stationery & Books / Writing, Filing & Reading Items / Magazines	mvp	document	pending	p1	pending	
tape-dispenser	胶带座	文件与办公 / 文件文具 / 书写收纳与读物 / 胶带座	Office Supplies / Stationery & Books / Writing, Filing & Reading Items / Tape Dispensers	mvp	document	pending	p1	pending	
calculator	计算器	文件与办公 / 文件文具 / 书写收纳与读物 / 计算器	Office Supplies / Stationery & Books / Writing, Filing & Reading Items / Calculators	mvp	document	pending	p1	pending	
stapler	订书机	文件与办公 / 文件文具 / 书写收纳与读物 / 订书机	Office Supplies / Stationery & Books / Writing, Filing & Reading Items / Staplers	mvp	document	pending	p1	pending	
pencil	铅笔	文件与办公 / 文件文具 / 书写收纳与读物 / 铅笔	Office Supplies / Stationery & Books / Writing, Filing & Reading Items / Pencils	mvp	document	pending	p1	pending	
marker-pen	马克笔	文件与办公 / 文件文具 / 书写收纳与读物 / 马克笔	Office Supplies / Stationery & Books / Writing, Filing & Reading Items / Marker Pens	mvp	document	pending	p1	pending	
gel-pen	中性笔	文件与办公 / 文件文具 / 办公学习用品 / 中性笔	Stationery/Office Machinery / Stationery / Office and School Supplies / Gel Pens	mvp	daily	pending	p2	pending	
sticky-notes	便利贴	文件与办公 / 文件文具 / 办公学习用品 / 便利贴	Stationery/Office Machinery / Stationery / Office and School Supplies / Sticky Notes	mvp	daily	pending	p2	pending	
envelope-pack	信封包	文件与办公 / 文件文具 / 办公学习用品 / 信封包	Stationery/Office Machinery / Stationery / Office and School Supplies / Envelope Packs	mvp	daily	pending	p2	pending	
pencil-sharpener	卷笔刀	文件与办公 / 文件文具 / 办公学习用品 / 卷笔刀	Stationery/Office Machinery / Stationery / Office and School Supplies / Pencil Sharpeners	mvp	daily	pending	p2	pending	
paper-clip-box	回形针盒	文件与办公 / 文件文具 / 办公学习用品 / 回形针盒	Stationery/Office Machinery / Stationery / Office and School Supplies / Paper Clip Boxes	mvp	daily	pending	p2	pending	
printer-ink-cartridge	打印机墨盒	文件与办公 / 文件文具 / 办公学习用品 / 打印机墨盒	Stationery/Office Machinery / Stationery / Office and School Supplies / Printer Ink Cartridges	mvp	daily	pending	p2	pending	
file-folder	文件夹	文件与办公 / 文件文具 / 办公学习用品 / 文件夹	Stationery/Office Machinery / Stationery / Office and School Supplies / File Folders	mvp	daily	pending	p2	pending	
label-tape	标签带	文件与办公 / 文件文具 / 办公学习用品 / 标签带	Stationery/Office Machinery / Stationery / Office and School Supplies / Label Tapes	mvp	daily	pending	p2	pending	
eraser	橡皮	文件与办公 / 文件文具 / 办公学习用品 / 橡皮	Stationery/Office Machinery / Stationery / Office and School Supplies / Erasers	mvp	daily	pending	p2	pending	
whiteboard-marker	白板笔	文件与办公 / 文件文具 / 办公学习用品 / 白板笔	Stationery/Office Machinery / Stationery / Office and School Supplies / Whiteboard Markers	mvp	daily	pending	p2	pending	
pen-box	笔盒	文件与办公 / 文件文具 / 办公学习用品 / 笔盒	Stationery/Office Machinery / Stationery / Office and School Supplies / Pen Boxes	mvp	daily	pending	p2	pending	
calculator-battery	计算器电池	文件与办公 / 文件文具 / 办公学习用品 / 计算器电池	Stationery/Office Machinery / Stationery / Office and School Supplies / Calculator Batteries	mvp	daily	pending	p2	pending	
binder-clip-box	长尾夹盒	文件与办公 / 文件文具 / 办公学习用品 / 长尾夹盒	Stationery/Office Machinery / Stationery / Office and School Supplies / Binder Clip Boxes	mvp	daily	pending	p2	pending	
envelope	信封	文件与办公 / 文件文具 / 证件与办公用品 / 信封	Office & Documents / Documents & Stationery / Personal Documents & Office Supplies / Envelopes	mvp	document	pending	p1	pending	
passport	护照	文件与办公 / 文件文具 / 证件与办公用品 / 护照	Office & Documents / Documents & Stationery / Personal Documents & Office Supplies / Passports	mvp	document	pending	p1	pending	
receipt	票据	文件与办公 / 文件文具 / 证件与办公用品 / 票据	Office & Documents / Documents & Stationery / Personal Documents & Office Supplies / Receipts	mvp	document	pending	p1	pending	
pen	笔	文件与办公 / 文件文具 / 证件与办公用品 / 笔	Office & Documents / Documents & Stationery / Personal Documents & Office Supplies / Pens	mvp	document	pending	p1	pending	
notebook	笔记本	文件与办公 / 文件文具 / 证件与办公用品 / 笔记本	Office & Documents / Documents & Stationery / Personal Documents & Office Supplies / Notebooks	mvp	document	pending	p1	pending	
id-card	身份证	文件与办公 / 文件文具 / 证件与办公用品 / 身份证	Office & Documents / Documents & Stationery / Personal Documents & Office Supplies / Identity Cards	mvp	document	pending	p1	pending	
bank-card	银行卡	文件与办公 / 文件文具 / 证件与办公用品 / 银行卡	Office & Documents / Documents & Stationery / Personal Documents & Office Supplies / Bank Cards	mvp	document	pending	p1	pending	
neck-pillow	U型枕	旅行用品 / 箱包旅行 / 旅行箱包与配件 / U型枕	Travel & Luggage / Luggage & Travel Accessories / Travel Bags & Accessories / Travel Neck Pillows	mvp	daily	pending	p1	pending	
travel-bottle-set	分装瓶	旅行用品 / 箱包旅行 / 旅行箱包与配件 / 分装瓶	Travel & Luggage / Luggage & Travel Accessories / Travel Bags & Accessories / Travel Bottle Sets	mvp	daily	pending	p1	pending	
passport-holder	护照夹	旅行用品 / 箱包旅行 / 旅行箱包与配件 / 护照夹	Travel & Luggage / Luggage & Travel Accessories / Travel Bags & Accessories / Passport Holders	mvp	daily	pending	p1	pending	
packing-cube	旅行收纳袋	旅行用品 / 箱包旅行 / 旅行箱包与配件 / 旅行收纳袋	Travel & Luggage / Luggage & Travel Accessories / Travel Bags & Accessories / Packing Cubes	mvp	daily	pending	p1	pending	
travel-adapter	旅行转换插头	旅行用品 / 箱包旅行 / 旅行箱包与配件 / 旅行转换插头	Travel & Luggage / Luggage & Travel Accessories / Travel Bags & Accessories / Travel Adapters	mvp	tool	pending	p1	pending	
toiletry-bag	洗漱包	旅行用品 / 箱包旅行 / 旅行箱包与配件 / 洗漱包	Travel & Luggage / Luggage & Travel Accessories / Travel Bags & Accessories / Toiletry Bags	mvp	daily	pending	p1	pending	
sleep-mask	眼罩	旅行用品 / 箱包旅行 / 旅行箱包与配件 / 眼罩	Travel & Luggage / Luggage & Travel Accessories / Travel Bags & Accessories / Sleep Masks	mvp	daily	pending	p1	pending	
backpack	背包	旅行用品 / 箱包旅行 / 旅行箱包与配件 / 背包	Travel & Luggage / Luggage & Travel Accessories / Travel Bags & Accessories / Backpacks	mvp	daily	pending	p1	pending	
luggage-tag	行李牌	旅行用品 / 箱包旅行 / 旅行箱包与配件 / 行李牌	Travel & Luggage / Luggage & Travel Accessories / Travel Bags & Accessories / Luggage Tags	mvp	daily	pending	p1	pending	
suitcase	行李箱	旅行用品 / 箱包旅行 / 旅行箱包与配件 / 行李箱	Travel & Luggage / Luggage & Travel Accessories / Travel Bags & Accessories / Suitcases	mvp	daily	pending	p1	pending	
baby-spoon	儿童勺	母婴儿童 / 婴童用品 / 喂养护理 / 儿童勺	Baby Care / Baby Care Products / Baby Feeding and Hygiene / Baby Spoons	mvp	daily	pending	p2	pending	
child-car-seat	儿童安全座椅	母婴儿童 / 婴童用品 / 喂养护理 / 儿童安全座椅	Baby Care / Baby Care Products / Baby Feeding and Hygiene / Child Car Seats	mvp	daily	pending	p2	pending	
baby-plate	儿童餐盘	母婴儿童 / 婴童用品 / 喂养护理 / 儿童餐盘	Baby Care / Baby Care Products / Baby Feeding and Hygiene / Baby Plates	mvp	daily	pending	p2	pending	
baby-bib	围兜	母婴儿童 / 婴童用品 / 喂养护理 / 围兜	Baby Care / Baby Care Products / Baby Feeding and Hygiene / Baby Bibs	mvp	daily	pending	p2	pending	
